original_cell_type	stripped_cell_type	ontology_term_id	ontology_term_name	final
Pancreas-Myeloid cells-2	Myeloid	CL:0000889	myeloid suppressor cell	False
Pancreas-Myeloid cells-3	Myeloid	CL:0002394	CD141-positive myeloid dendritic cell	False
Pancreas-Myeloid cells-3	Myeloid	CL:0002399	CD1c-positive myeloid dendritic cell	False
Pancreas-Myeloid cells-3	Myeloid	CL:0000049	common myeloid progenitor	False
Pancreas-Myeloid cells-3	Myeloid	CL:0001059	common myeloid progenitor, CD34-positive	False
Pancreas-Myeloid cells-3	Myeloid	CL:0000763	myeloid cell	True
Pancreas-Myeloid cells-3	Myeloid	CL:0000782	myeloid dendritic cell	False
Pancreas-Myeloid cells-3	Myeloid	CL:0001057	myeloid dendritic cell, human	False
Pancreas-Myeloid cells-3	Myeloid	CL:0000766	myeloid leukocyte	False
Pancreas-Myeloid cells-3	Myeloid	CL:0000839	myeloid lineage restricted progenitor cell	False
Pancreas-Myeloid cells-3	Myeloid	CL:0000889	myeloid suppressor cell	False
Pancreas-Myeloid cells-4	Myeloid	CL:0002394	CD141-positive myeloid dendritic cell	False
Pancreas-Myeloid cells-4	Myeloid	CL:0002399	CD1c-positive myeloid dendritic cell	False
Pancreas-Myeloid cells-4	Myeloid	CL:0000049	common myeloid progenitor	False
Pancreas-Myeloid cells-4	Myeloid	CL:0001059	common myeloid progenitor, CD34-positive	False
Pancreas-Myeloid cells-4	Myeloid	CL:0000763	myeloid cell	True
Pancreas-Myeloid cells-4	Myeloid	CL:0000782	myeloid dendritic cell	False
Pancreas-Myeloid cells-4	Myeloid	CL:0001057	myeloid dendritic cell, human	False
Pancreas-Myeloid cells-4	Myeloid	CL:0000766	myeloid leukocyte	False
Pancreas-Myeloid cells-4	Myeloid	CL:0000839	myeloid lineage restricted progenitor cell	False
Pancreas-Myeloid cells-4	Myeloid	CL:0000889	myeloid suppressor cell	False
Pancreas-Myeloid cells-5	Myeloid	CL:0002394	CD141-positive myeloid dendritic cell	False
Pancreas-Myeloid cells-5	Myeloid	CL:0002399	CD1c-positive myeloid dendritic cell	False
Pancreas-Myeloid cells-5	Myeloid	CL:0000049	common myeloid progenitor	False
Pancreas-Myeloid cells-5	Myeloid	CL:0001059	common myeloid progenitor, CD34-positive	False
Pancreas-Myeloid cells-5	Myeloid	CL:0000763	myeloid cell	True
Pancreas-Myeloid cells-5	Myeloid	CL:0000782	myeloid dendritic cell	False
Pancreas-Myeloid cells-5	Myeloid	CL:0001057	myeloid dendritic cell, human	False
Pancreas-Myeloid cells-5	Myeloid	CL:0000766	myeloid leukocyte	False
Pancreas-Myeloid cells-5	Myeloid	CL:0000839	myeloid lineage restricted progenitor cell	False
Pancreas-Myeloid cells-5	Myeloid	CL:0000889	myeloid suppressor cell	False
Pancreas-Smooth muscle cells-1	Smooth muscle	CL:0000192	smooth muscle cell	True
Pancreas-Smooth muscle cells-1	Smooth muscle	CL:1000281	smooth muscle cell of cecum	False
Pancreas-Smooth muscle cells-1	Smooth muscle	CL:1000280	smooth muscle cell of colon	False
Pancreas-Smooth muscle cells-1	Smooth muscle	CL:1000487	smooth muscle cell of prostate	False
Pancreas-Smooth muscle cells-1	Smooth muscle	CL:1000286	smooth muscle cell of rectum	False
Pancreas-Smooth muscle cells-1	Smooth muscle	CL:0002243	smooth muscle cell of sphincter of pupil	False
Pancreas-Smooth muscle cells-1	Smooth muscle	CL:1000276	smooth muscle fiber of duodenum	False
Pancreas-Smooth muscle cells-1	Smooth muscle	CL:1000278	smooth muscle fiber of ileum	False
Pancreas-Smooth muscle cells-1	Smooth muscle	CL:1000277	smooth muscle fiber of jejunum	False
Pancreas-Smooth muscle cells-1	Smooth muscle	CL:0000514	smooth muscle myoblast	False
Pancreas-Smooth muscle cells-2	Smooth muscle	CL:0000192	smooth muscle cell	True
Pancreas-Smooth muscle cells-2	Smooth muscle	CL:1000281	smooth muscle cell of cecum	False
Pancreas-Smooth muscle cells-2	Smooth muscle	CL:1000280	smooth muscle cell of colon	False
Pancreas-Smooth muscle cells-2	Smooth muscle	CL:1000487	smooth muscle cell of prostate	False
Pancreas-Smooth muscle cells-2	Smooth muscle	CL:1000286	smooth muscle cell of rectum	False
Pancreas-Smooth muscle cells-2	Smooth muscle	CL:0002243	smooth muscle cell of sphincter of pupil	False
Pancreas-Smooth muscle cells-2	Smooth muscle	CL:1000276	smooth muscle fiber of duodenum	False
Pancreas-Smooth muscle cells-2	Smooth muscle	CL:1000278	smooth muscle fiber of ileum	False
Pancreas-Smooth muscle cells-2	Smooth muscle	CL:1000277	smooth muscle fiber of jejunum	False
Pancreas-Smooth muscle cells-2	Smooth muscle	CL:0000514	smooth muscle myoblast	False
Pancreas-Smooth muscle cells-3	Smooth muscle	CL:0000192	smooth muscle cell	True
Pancreas-Smooth muscle cells-3	Smooth muscle	CL:1000281	smooth muscle cell of cecum	False
Pancreas-Smooth muscle cells-3	Smooth muscle	CL:1000280	smooth muscle cell of colon	False
Pancreas-Smooth muscle cells-3	Smooth muscle	CL:1000487	smooth muscle cell of prostate	False
Pancreas-Smooth muscle cells-3	Smooth muscle	CL:1000286	smooth muscle cell of rectum	False
Pancreas-Smooth muscle cells-3	Smooth muscle	CL:0002243	smooth muscle cell of sphincter of pupil	False
Pancreas-Smooth muscle cells-3	Smooth muscle	CL:1000276	smooth muscle fiber of duodenum	False
Pancreas-Smooth muscle cells-3	Smooth muscle	CL:1000278	smooth muscle fiber of ileum	False
Pancreas-Smooth muscle cells-3	Smooth muscle	CL:1000277	smooth muscle fiber of jejunum	False
Pancreas-Smooth muscle cells-3	Smooth muscle	CL:0000514	smooth muscle myoblast	False
Pancreas-Smooth muscle cells-4	Smooth muscle	CL:0000192	smooth muscle cell	True
Pancreas-Smooth muscle cells-4	Smooth muscle	CL:1000281	smooth muscle cell of cecum	False
Pancreas-Smooth muscle cells-4	Smooth muscle	CL:1000280	smooth muscle cell of colon	False
Pancreas-Smooth muscle cells-4	Smooth muscle	CL:1000487	smooth muscle cell of prostate	False
Pancreas-Smooth muscle cells-4	Smooth muscle	CL:1000286	smooth muscle cell of rectum	False
Pancreas-Smooth muscle cells-4	Smooth muscle	CL:0002243	smooth muscle cell of sphincter of pupil	False
Pancreas-Smooth muscle cells-4	Smooth muscle	CL:1000276	smooth muscle fiber of duodenum	False
Pancreas-Smooth muscle cells-4	Smooth muscle	CL:1000278	smooth muscle fiber of ileum	False
Pancreas-Smooth muscle cells-4	Smooth muscle	CL:1000277	smooth muscle fiber of jejunum	False
Pancreas-Smooth muscle cells-4	Smooth muscle	CL:0000514	smooth muscle myoblast	False
Pancreas-Stromal cells-1	Stromal	CL:2000002	decidual cell	False
Pancreas-Stromal cells-1	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Pancreas-Stromal cells-1	Stromal	CL:0002622	prostate stromal cell	False
Pancreas-Stromal cells-1	Stromal	CL:0000499	stromal cell	True
Pancreas-Stromal cells-1	Stromal	CL:0010001	stromal cell of bone marrow	False
Pancreas-Stromal cells-1	Stromal	CL:0002255	stromal cell of endometrium	False
Pancreas-Stromal cells-1	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Pancreas-Stromal cells-1	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Pancreas-Stromal cells-1	Stromal	CL:0002132	stromal cell of ovary	False
Pancreas-Stromal cells-1	Stromal	CL:0002574	stromal cell of pancreas	False
Pancreas-Stromal cells-2	Stromal	CL:2000002	decidual cell	False
Pancreas-Stromal cells-2	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Pancreas-Stromal cells-2	Stromal	CL:0002622	prostate stromal cell	False
Pancreas-Stromal cells-2	Stromal	CL:0000499	stromal cell	True
Pancreas-Stromal cells-2	Stromal	CL:0010001	stromal cell of bone marrow	False
Pancreas-Stromal cells-2	Stromal	CL:0002255	stromal cell of endometrium	False
Pancreas-Stromal cells-2	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Pancreas-Stromal cells-2	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Pancreas-Stromal cells-2	Stromal	CL:0002132	stromal cell of ovary	False
Pancreas-Stromal cells-2	Stromal	CL:0002574	stromal cell of pancreas	False
Pancreas-Stromal cells-3	Stromal	CL:2000002	decidual cell	False
Pancreas-Stromal cells-3	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Pancreas-Stromal cells-3	Stromal	CL:0002622	prostate stromal cell	False
Pancreas-Stromal cells-3	Stromal	CL:0000499	stromal cell	True
Pancreas-Stromal cells-3	Stromal	CL:0010001	stromal cell of bone marrow	False
Pancreas-Stromal cells-3	Stromal	CL:0002255	stromal cell of endometrium	False
Pancreas-Stromal cells-3	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Pancreas-Stromal cells-3	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Pancreas-Stromal cells-3	Stromal	CL:0002132	stromal cell of ovary	False
Pancreas-Stromal cells-3	Stromal	CL:0002574	stromal cell of pancreas	False
Pancreas-Stromal cells-4	Stromal	CL:2000002	decidual cell	False
Pancreas-Stromal cells-4	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Pancreas-Stromal cells-4	Stromal	CL:0002622	prostate stromal cell	False
Pancreas-Stromal cells-4	Stromal	CL:0000499	stromal cell	True
Pancreas-Stromal cells-4	Stromal	CL:0010001	stromal cell of bone marrow	False
Pancreas-Stromal cells-4	Stromal	CL:0002255	stromal cell of endometrium	False
Pancreas-Stromal cells-4	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Pancreas-Stromal cells-4	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Pancreas-Stromal cells-4	Stromal	CL:0002132	stromal cell of ovary	False
Pancreas-Stromal cells-4	Stromal	CL:0002574	stromal cell of pancreas	False
Pancreas-Stromal cells-5	Stromal	CL:2000002	decidual cell	False
Pancreas-Stromal cells-5	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Pancreas-Stromal cells-5	Stromal	CL:0002622	prostate stromal cell	False
Pancreas-Stromal cells-5	Stromal	CL:0000499	stromal cell	True
Pancreas-Stromal cells-5	Stromal	CL:0010001	stromal cell of bone marrow	False
Pancreas-Stromal cells-5	Stromal	CL:0002255	stromal cell of endometrium	False
Pancreas-Stromal cells-5	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Pancreas-Stromal cells-5	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Pancreas-Stromal cells-5	Stromal	CL:0002132	stromal cell of ovary	False
Pancreas-Stromal cells-5	Stromal	CL:0002574	stromal cell of pancreas	False
Pancreas-Vascular endothelial cells-1	Vascular endothelial	CL:0000071	blood vessel endothelial cell	False
Pancreas-Vascular endothelial cells-1	Vascular endothelial	CL:0002139	endothelial cell of vascular tree	True
Pancreas-Vascular endothelial cells-2	Vascular endothelial	CL:0000071	blood vessel endothelial cell	False
Pancreas-Vascular endothelial cells-2	Vascular endothelial	CL:0002139	endothelial cell of vascular tree	True
Pancreas-Vascular endothelial cells-3	Vascular endothelial	CL:0000071	blood vessel endothelial cell	False
Pancreas-Vascular endothelial cells-3	Vascular endothelial	CL:0002139	endothelial cell of vascular tree	True
Pancreas-Vascular endothelial cells-4	Vascular endothelial	CL:0000071	blood vessel endothelial cell	False
Pancreas-Vascular endothelial cells-4	Vascular endothelial	CL:0002139	endothelial cell of vascular tree	True
Pancreas-Vascular endothelial cells-5	Vascular endothelial	CL:0000071	blood vessel endothelial cell	False
Pancreas-Vascular endothelial cells-5	Vascular endothelial	CL:0002139	endothelial cell of vascular tree	True
Placenta-AFP_ALB positive cells-1	AFP_ALB positive	AFP_ALB positive	AFP_ALB positive	True
Placenta-Extravillous trophoblasts-1	Extravillous trophoblasts	CL:0008036	extravillous trophoblast	True
Placenta-Extravillous trophoblasts-2	Extravillous trophoblasts	CL:0008036	extravillous trophoblast	True
Placenta-Extravillous trophoblasts-3	Extravillous trophoblasts	CL:0008036	extravillous trophoblast	True
Placenta-IGFBP1_DKK1 positive cells-1	IGFBP1_DKK1 positive	IGFBP1_DKK1 positive	IGFBP1_DKK1 positive	True
Placenta-Lymphoid cells-1	Lymphoid	CL:0001027	CD7-negative lymphoid progenitor cell	False
Placenta-Lymphoid cells-1	Lymphoid	CL:0001028	CD7-positive lymphoid progenitor cell	False
Placenta-Lymphoid cells-1	Lymphoid	CL:0000936	early lymphoid progenitor	False
Placenta-Lymphoid cells-1	Lymphoid	CL:0001082	immature innate lymphoid cell	False
Placenta-Lymphoid cells-1	Lymphoid	CL:0001065	innate lymphoid cell	True
Placenta-Lymphoid cells-1	Lymphoid	CL:0000838	lymphoid lineage restricted progenitor cell	False
Placenta-Lymphoid cells-1	Lymphoid	CL:0002474	lymphoid MHC-II-negative classical monocyte	False
Placenta-Lymphoid cells-1	Lymphoid	CL:0002475	lymphoid MHC-II-negative non-classical monocyte	False
Placenta-Lymphoid cells-1	Lymphoid	CL:0011018	lymphoid tissue–inducer cell	False
Placenta-Lymphoid cells-1	Lymphoid	CL:0000784	plasmacytoid dendritic cell	False
Placenta-Megakaryocytes-1	Megakaryocytes	CL:0000556	Megakaryocyte	True
Placenta-Myeloid cells-1	Myeloid	CL:0002394	CD141-positive myeloid dendritic cell	False
Placenta-Myeloid cells-1	Myeloid	CL:0002399	CD1c-positive myeloid dendritic cell	False
Placenta-Myeloid cells-1	Myeloid	CL:0000049	common myeloid progenitor	False
Placenta-Myeloid cells-1	Myeloid	CL:0001059	common myeloid progenitor, CD34-positive	False
Placenta-Myeloid cells-1	Myeloid	CL:0000763	myeloid cell	True
Placenta-Myeloid cells-1	Myeloid	CL:0000782	myeloid dendritic cell	False
Placenta-Myeloid cells-1	Myeloid	CL:0001057	myeloid dendritic cell, human	False
Placenta-Myeloid cells-1	Myeloid	CL:0000766	myeloid leukocyte	False
Placenta-Myeloid cells-1	Myeloid	CL:0000839	myeloid lineage restricted progenitor cell	False
Placenta-Myeloid cells-1	Myeloid	CL:0000889	myeloid suppressor cell	False
Placenta-PAEP_MECOM positive cells-1	PAEP_MECOM positive	PAEP_MECOM positive	PAEP_MECOM positive	True
Placenta-Smooth muscle cells-1	Smooth muscle	CL:0000192	smooth muscle cell	True
Placenta-Smooth muscle cells-1	Smooth muscle	CL:1000281	smooth muscle cell of cecum	False
Placenta-Smooth muscle cells-1	Smooth muscle	CL:1000280	smooth muscle cell of colon	False
Placenta-Smooth muscle cells-1	Smooth muscle	CL:1000487	smooth muscle cell of prostate	False
Placenta-Smooth muscle cells-1	Smooth muscle	CL:1000286	smooth muscle cell of rectum	False
Placenta-Smooth muscle cells-1	Smooth muscle	CL:0002243	smooth muscle cell of sphincter of pupil	False
Placenta-Smooth muscle cells-1	Smooth muscle	CL:1000276	smooth muscle fiber of duodenum	False
Placenta-Smooth muscle cells-1	Smooth muscle	CL:1000278	smooth muscle fiber of ileum	False
Placenta-Smooth muscle cells-1	Smooth muscle	CL:1000277	smooth muscle fiber of jejunum	False
Placenta-Smooth muscle cells-1	Smooth muscle	CL:0000514	smooth muscle myoblast	False
Placenta-Stromal cells-1	Stromal	CL:2000002	decidual cell	False
Placenta-Stromal cells-1	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Placenta-Stromal cells-1	Stromal	CL:0002622	prostate stromal cell	False
Placenta-Stromal cells-1	Stromal	CL:0000499	stromal cell	True
Placenta-Stromal cells-1	Stromal	CL:0010001	stromal cell of bone marrow	False
Placenta-Stromal cells-1	Stromal	CL:0002255	stromal cell of endometrium	False
Placenta-Stromal cells-1	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Placenta-Stromal cells-1	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Placenta-Stromal cells-1	Stromal	CL:0002132	stromal cell of ovary	False
Placenta-Stromal cells-1	Stromal	CL:0002574	stromal cell of pancreas	False
Placenta-Stromal cells-2	Stromal	CL:2000002	decidual cell	False
Placenta-Stromal cells-2	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Placenta-Stromal cells-2	Stromal	CL:0002622	prostate stromal cell	False
Placenta-Stromal cells-2	Stromal	CL:0000499	stromal cell	True
Placenta-Stromal cells-2	Stromal	CL:0010001	stromal cell of bone marrow	False
Placenta-Stromal cells-2	Stromal	CL:0002255	stromal cell of endometrium	False
Placenta-Stromal cells-2	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Placenta-Stromal cells-2	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Placenta-Stromal cells-2	Stromal	CL:0002132	stromal cell of ovary	False
Placenta-Stromal cells-2	Stromal	CL:0002574	stromal cell of pancreas	False
Placenta-Stromal cells-3	Stromal	CL:2000002	decidual cell	False
Placenta-Stromal cells-3	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Placenta-Stromal cells-3	Stromal	CL:0002622	prostate stromal cell	False
Placenta-Stromal cells-3	Stromal	CL:0000499	stromal cell	True
Placenta-Stromal cells-3	Stromal	CL:0010001	stromal cell of bone marrow	False
Placenta-Stromal cells-3	Stromal	CL:0002255	stromal cell of endometrium	False
Placenta-Stromal cells-3	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Placenta-Stromal cells-3	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Placenta-Stromal cells-3	Stromal	CL:0002132	stromal cell of ovary	False
Placenta-Stromal cells-3	Stromal	CL:0002574	stromal cell of pancreas	False
Placenta-Stromal cells-4	Stromal	CL:2000002	decidual cell	False
Placenta-Stromal cells-4	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Placenta-Stromal cells-4	Stromal	CL:0002622	prostate stromal cell	False
Placenta-Stromal cells-4	Stromal	CL:0000499	stromal cell	True
Placenta-Stromal cells-4	Stromal	CL:0010001	stromal cell of bone marrow	False
Placenta-Stromal cells-4	Stromal	CL:0002255	stromal cell of endometrium	False
Placenta-Stromal cells-4	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Placenta-Stromal cells-4	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Placenta-Stromal cells-4	Stromal	CL:0002132	stromal cell of ovary	False
Placenta-Stromal cells-4	Stromal	CL:0002574	stromal cell of pancreas	False
Placenta-Stromal cells-5	Stromal	CL:2000002	decidual cell	False
Placenta-Stromal cells-5	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Placenta-Stromal cells-5	Stromal	CL:0002622	prostate stromal cell	False
Placenta-Stromal cells-5	Stromal	CL:0000499	stromal cell	True
Placenta-Stromal cells-5	Stromal	CL:0010001	stromal cell of bone marrow	False
Placenta-Stromal cells-5	Stromal	CL:0002255	stromal cell of endometrium	False
Placenta-Stromal cells-5	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Placenta-Stromal cells-5	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Placenta-Stromal cells-5	Stromal	CL:0002132	stromal cell of ovary	False
Placenta-Stromal cells-5	Stromal	CL:0002574	stromal cell of pancreas	False
Placenta-Stromal cells-6	Stromal	CL:2000002	decidual cell	False
Placenta-Stromal cells-6	Stromal	CL:2000061	placental amniotic mesenchymal stromal cell	False
Placenta-Stromal cells-6	Stromal	CL:0002622	prostate stromal cell	False
Placenta-Stromal cells-6	Stromal	CL:0000499	stromal cell	True
Placenta-Stromal cells-6	Stromal	CL:0010001	stromal cell of bone marrow	False
Placenta-Stromal cells-6	Stromal	CL:0002255	stromal cell of endometrium	False
Placenta-Stromal cells-6	Stromal	CL:0002133	stromal cell of ovarian cortex	False
Placenta-Stromal cells-6	Stromal	CL:0002134	stromal cell of ovarian medulla	False
Placenta-Stromal cells-6	Stromal	CL:0002132	stromal cell of ovary	False
Placenta-Stromal cells-6	Stromal	CL:0002574	stromal cell of pancreas	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-1	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000523	mononuclear cytotrophoblast cell	True
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-1	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000511	androgen binding protein secreting cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-1	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000593	androgen secreting cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-1	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000340	glioblast (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-1	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0001008	Kit and Sca1-positive hematopoietic stem cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-1	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000338	neuroblast (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-1	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000468	neuroglioblast (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-1	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000130	neuron associated cell (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-1	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000519	phagocyte (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-1	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000385	prohemocyte (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-2	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000523	mononuclear cytotrophoblast cell	True
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-2	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000511	androgen binding protein secreting cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-2	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000593	androgen secreting cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-2	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000340	glioblast (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-2	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0001008	Kit and Sca1-positive hematopoietic stem cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-2	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000338	neuroblast (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-2	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000468	neuroglioblast (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-2	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000130	neuron associated cell (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-2	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000519	phagocyte (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-2	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000385	prohemocyte (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-3	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000523	mononuclear cytotrophoblast cell	True
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-3	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000511	androgen binding protein secreting cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-3	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000593	androgen secreting cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-3	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000340	glioblast (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-3	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0001008	Kit and Sca1-positive hematopoietic stem cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-3	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000338	neuroblast (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-3	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000468	neuroglioblast (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-3	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000130	neuron associated cell (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-3	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000519	phagocyte (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-3	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000385	prohemocyte (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-4	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000523	mononuclear cytotrophoblast cell	True
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-4	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000511	androgen binding protein secreting cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-4	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000593	androgen secreting cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-4	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000340	glioblast (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-4	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0001008	Kit and Sca1-positive hematopoietic stem cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-4	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000338	neuroblast (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-4	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000468	neuroglioblast (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-4	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000130	neuron associated cell (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-4	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000519	phagocyte (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-4	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000385	prohemocyte (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-5	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000523	mononuclear cytotrophoblast cell	True
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-5	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000511	androgen binding protein secreting cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-5	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000593	androgen secreting cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-5	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000340	glioblast (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-5	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0001008	Kit and Sca1-positive hematopoietic stem cell	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-5	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000338	neuroblast (sensu Nematoda and Protostomia)	False
Placenta-Syncytiotrophoblasts and villous cytotrophoblasts-5	Syncytiotrophoblasts and villous cytotrophoblasts	CL:0000468	neuroglioblast (sensu Nematoda and Protostomia)	False
